Record_ID,Company_Type,D-U-N-S@_Number,Latitude,Line_of_Business,Longtitude,Manufacturing_Indicator,Subsidiary_Status,Web_Address_(URL),Year_of_Founding,Auditors,Location_Type,Physical_Address,Physical_City,Physical_Country/Region,Physical_County,Physical_State,Physical_Zipcode,Primary_NAICS_Code,Primary_NAICS_Description
951236698,Private,07-759-5045,36.805784,TRADE CONTRACTOR,-76.344282,Manufacturer,Non-Subsidiary,,2023,,Single Location,3136 GREENWOOD DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013428,238990,All Other Specialty Trade Contractors
951236699,Private,88-411-7636,36.838127,PAINTING/PAPER HANGING CONTRACTOR,-76.324426,Manufacturer,Non-Subsidiary,,2023,,Single Location,2014 NORTH ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237041630,238320,Painting and Wall Covering Contractors
951236700,Private,12-726-7296,37.043565,TRADE CONTRACTOR,-76.292518,Manufacturer,Non-Subsidiary,,2022,,Single Location,2010 N MALLORY ST APT B,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641350,238990,All Other Specialty Trade Contractors
951236701,Private,12-732-8360,36.8175,PLUMBING/HEATING/AIR COND CONTRACTOR,-76.329985,Manufacturer,Non-Subsidiary,,2022,,Single Location,3215 GWIN ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237046131,238220,"Plumbing, Heating, and Air-Conditioning Contractors"
951236702,Private,12-567-5361,36.79817,ROOFING/SIDING CONTRACTOR,-76.342047,Manufacturer,Non-Subsidiary,,2023,,Single Location,116 FRANCIS ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021852,238390,Other Building Finishing Contractors
951236703,Private,13-103-2340,37.06447,TRADE CONTRACTOR,-76.38426,Manufacturer,Non-Subsidiary,,2023,,Single Location,107 WALTHAM ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661601,238990,All Other Specialty Trade Contractors
951236704,Private,12-978-8581,36.83948,PAINTING/PAPER HANGING CONTRACTOR,-76.318572,Manufacturer,Non-Subsidiary,WWW.THERIGHTTOUCHPAINTING1.COM,2023,,Single Location,1605 BAIN ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237042009,238320,Painting and Wall Covering Contractors
951236705,Private,11-507-1787,36.808871,PAINTING/PAPER HANGING CONTRACTOR,-76.338364,Manufacturer,Non-Subsidiary,,2022,,Single Location,262 GOLDENSTAR LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237014324,238320,Painting and Wall Covering Contractors
951236706,Private,12-843-8493,37.083709,ROOFING/SIDING CONTRACTOR,-76.38293,Manufacturer,Non-Subsidiary,,2023,,Single Location,43 KLICH DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661322,238160,Roofing Contractors
951236707,Private,12-581-9072,37.017192,RESIDENTIAL CONSTRUCTION,-76.366779,Manufacturer,Non-Subsidiary,,2021,,Single Location,3401 SHELL RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611421,236116,New Multifamily Housing Construction (except For-Sale Builders)
951236708,Private,03-618-7499,37.050033,RESIDENTIAL CONSTRUCTION,-76.312853,Manufacturer,Non-Subsidiary,,2021,,Single Location,2004 SEWARD DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631159,236116,New Multifamily Housing Construction (except For-Sale Builders)
951236709,Private,00-995-1491,36.827443,RESIDENTIAL CONSTRUCTION,-76.341947,Manufacturer,Non-Subsidiary,,2021,,Single Location,3303 SCOTT ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237074103,236116,New Multifamily Housing Construction (except For-Sale Builders)
951236710,Private,00-543-2576,37.023559,TRANSPORTATION SERVICES,-76.392448,Manufacturer,Non-Subsidiary,,2021,,Single Location,1679 BRIARFIELD RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693613,488999,All Other Support Activities for Transportation
951236711,Private,05-718-4188,37.03138,LOCAL TRUCKING OPERATOR,-76.4304,Manufacturer,Non-Subsidiary,,2022,,Single Location,4111 HAZELWOOD RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663623,484110,"General Freight Trucking, Local"
951236712,Private,04-722-5640,37.061136,NONRESIDENTIAL BUILDING OPERATOR,-76.443643,Manufacturer,Non-Subsidiary,,2021,,Single Location,106 GLICA CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665699,531312,Nonresidential Property Managers
951236713,Private,05-237-7919,36.86457,NONRESIDENTIAL BUILDING OPERATOR,-76.35443,Manufacturer,Non-Subsidiary,,2022,,Single Location,158 NAUTICO WAY,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035469,531312,Nonresidential Property Managers
951236714,Private,06-273-8797,37.0577,NONRESIDENTIAL BUILDING OPERATOR,-76.43205,Manufacturer,Non-Subsidiary,,2022,,Single Location,210 ALDER WOOD DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665644,531312,Nonresidential Property Managers
951236715,Private,02-015-8179,36.850366,LOCAL TRUCKING OPERATOR,-76.250111,Manufacturer,Non-Subsidiary,,2021,,Single Location,809 BOLD ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013903,484110,"General Freight Trucking, Local"
951236716,Private,07-116-1312,37.021574,INVESTOR,-76.386291,Manufacturer,Non-Subsidiary,,2021,,Single Location,112 PRINCE JAMES DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693610,523910,Miscellaneous Intermediation
951236717,Private,10-647-7666,37.055093,NONRESIDENTIAL BUILDING OPERATOR,-76.439092,Manufacturer,Non-Subsidiary,,2021,,Single Location,6 DUNN CIR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665622,531312,Nonresidential Property Managers
951236718,Private,00-349-5584,37.057607,INVESTOR,-76.293532,Manufacturer,Non-Subsidiary,,2021,,Single Location,1815 LAFAYETTE DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641743,523910,Miscellaneous Intermediation
951236719,Private,12-547-9271,36.835469,ENGINEERING SERVICES,-76.354913,Manufacturer,Non-Subsidiary,,2023,,Single Location,218 GRAYSON ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237072304,541330,Engineering Services
951236720,Private,01-685-6501,36.832508,LOCAL TRUCKING OPERATOR,-76.347712,Manufacturer,Non-Subsidiary,,2021,,Single Location,3701 COUNTY ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237073113,484110,"General Freight Trucking, Local"
951236721,Private,00-520-5705,37.047981,LOCAL TRUCKING OPERATOR,-76.397645,Manufacturer,Non-Subsidiary,,2021,,Single Location,4 BELLACASA WAY APT 205,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663190,484110,"General Freight Trucking, Local"
951236722,Private,01-810-1793,36.806327,LOCAL TRUCKING OPERATOR,-76.330722,Manufacturer,Non-Subsidiary,,2021,,Single Location,2617 GREENWOOD DR APT B,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021609,484110,"General Freight Trucking, Local"
951236723,Private,10-661-8979,37.051146,ACCOUNTING/AUDITING/BOOKKEEPING,-76.312361,Manufacturer,Non-Subsidiary,,2021,,Single Location,114 LOCH CIR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236695500,541211,Offices of Certified Public Accountants
951236724,Private,09-637-7059,36.798132,REPAIR SERVICES,-76.333175,Manufacturer,Non-Subsidiary,,2021,,Single Location,20 CHARTOM CT,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021905,811412,Appliance Repair and Maintenance
951236725,Private,12-580-7715,36.805718,TRADE CONTRACTOR,-76.384039,Manufacturer,Non-Subsidiary,,2021,,Single Location,729 NOTTINGHAM RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012116,238990,All Other Specialty Trade Contractors
951236726,Private,08-804-7173,36.999477,BUSINESS CONSULTING SERVICES,-76.384372,Manufacturer,Non-Subsidiary,,2021,,Single Location,147 PIEDMONT AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612846,541618,Other Management Consulting Services
951236727,Private,01-551-4812,37.040383,MISC PUBLISHING,-76.419823,Manufacturer,Non-Subsidiary,,2021,,Single Location,21 KINGSBURY WAY,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662993,513199,
951236728,Private,12-583-2110,36.815189,INVESTOR,-76.31222,Manufacturer,Non-Subsidiary,,2021,,Single Location,3106 ELM AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237047021,523910,Miscellaneous Intermediation
951236729,Private,11-282-0973,37.021937,TRANSPORTATION SERVICES,-76.322807,Manufacturer,Non-Subsidiary,,2021,,Single Location,30 FULTON ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236632309,488210,Support Activities for Rail Transportation
951236730,Private,10-259-7623,37.087395,MANAGEMENT SERVICES,-76.401824,Manufacturer,Non-Subsidiary,,2022,,Single Location,8 FRAZIER CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661791,561110,Office Administrative Services
951236731,Private,12-732-3245,36.88608,ARCHITECTURAL SERVICES,-76.396488,Manufacturer,Non-Subsidiary,,2021,,Single Location,4342 HERON PT,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035354,541310,Architectural Services
951236732,Private,12-409-7645,37.038113,MANAGEMENT SERVICES,-76.418642,Manufacturer,Non-Subsidiary,,2022,,Single Location,1723 ASPENWOOD DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663062,561110,Office Administrative Services
951236733,Private,12-727-7578,37.090349,TESTING LABORATORY,-76.411454,Manufacturer,Non-Subsidiary,WWW.NGPDF.COM,2022,,Single Location,190 SEMPLE FARM RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661453,541380,Testing Laboratories
951236734,Private,10-962-5894,37.056077,MANAGEMENT SERVICES,-76.427033,Manufacturer,Non-Subsidiary,,2022,,Single Location,53 TIMBERLINE DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661965,561110,Office Administrative Services
951236735,Private,10-024-7913,36.814512,ARCHITECTURAL SERVICES,-76.372316,Manufacturer,Non-Subsidiary,,2023,,Single Location,1501 DAVID LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012203,541310,Architectural Services
951236736,Private,12-978-6064,37.029599,MANAGEMENT SERVICES,-76.312051,Manufacturer,Non-Subsidiary,,2023,,Single Location,42 SNOW ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631406,561110,Office Administrative Services
951236737,Private,11-027-4365,37.091182,TESTING LABORATORY,-76.414398,Manufacturer,Non-Subsidiary,WWW.HEALINGLABCHIRO.COM,2022,,Single Location,217 SEMPLE FARM RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661431,541380,Testing Laboratories
951236738,Private,12-834-3237,36.860724,MANAGEMENT SERVICES,-76.355103,Manufacturer,Non-Subsidiary,,2022,,Single Location,4009 ESTATES LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035458,561110,Office Administrative Services
951236739,Private,13-104-9035,36.83113,TESTING LABORATORY,-76.358283,Manufacturer,Non-Subsidiary,,2023,,Single Location,4412 SOUTH ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237072821,541380,Testing Laboratories
951236740,Private,12-516-1858,37.041247,MANAGEMENT SERVICES,-76.367063,Manufacturer,Non-Subsidiary,,2023,,Single Location,313 MARSH LOOP,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664365,561110,Office Administrative Services
951236741,Private,12-730-7633,37.032172,TESTING LABORATORY,-76.358307,Manufacturer,Non-Subsidiary,WWW.ONTHEROADLABS.COM,2022,,Single Location,703 N BACK RIVER RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693337,541380,Testing Laboratories
951236742,Private,12-650-7319,36.859966,MANAGEMENT SERVICES,-76.357883,Manufacturer,Non-Subsidiary,,2023,,Single Location,4 RIVER POINTE DR S,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035451,561110,Office Administrative Services
951236743,Private,13-128-0413,36.821033,MANAGEMENT SERVICES,-76.378179,Manufacturer,Non-Subsidiary,,2023,,Single Location,13 ROBERTS CT W,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011817,561110,Office Administrative Services
951236744,Private,12-978-2711,37.046749,ACCOUNTING/AUDITING/BOOKKEEPING,-76.37639,Manufacturer,Non-Subsidiary,WWW.THECOINCOUNTERCPA.COM,2023,,Single Location,35 LYNNWOOD DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663515,541211,Offices of Certified Public Accountants
951236745,Private,12-651-3024,36.797453,MANAGEMENT SERVICES,-76.332765,Manufacturer,Non-Subsidiary,,2023,,Single Location,2324 VICTORY BLVD APT B,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237022668,561110,Office Administrative Services
951236746,Private,12-514-2437,36.882499,HEALTH/ALLIED SERVICES,-76.397662,Manufacturer,Non-Subsidiary,,2023,,Single Location,3913 FLAGSHIP WAY,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035317,621999,All Other Miscellaneous Ambulatory Health Care Services
951236747,Private,11-219-9180,37.080921,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.413209,Manufacturer,Non-Subsidiary,,2021,,Single Location,20 W BIG SKY DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661584,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236748,Private,84-095-0237,37.016192,BUSINESS CONSULTING SERVICES,-76.362001,Manufacturer,Non-Subsidiary,WWW.BLACKWELLCONSULTANTS.ORG,2021,,Single Location,3615 VICTORIA BLVD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611511,541618,Other Management Consulting Services
951236749,Private,03-692-8472,36.820744,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.347856,Manufacturer,Non-Subsidiary,WWW.DVINETIMINGCOLLECTIONLLC.COM,2021,,Single Location,3717 KINGMAN AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012925,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236750,Private,12-418-6655,36.874213,COMMUNICATION SERVICES,-76.408157,Manufacturer,Non-Subsidiary,,2022,,Single Location,3824 TOWNE POINT RD APT A,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237032741,517810,
951236751,Private,04-345-2459,36.853617,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.363616,Manufacturer,Non-Subsidiary,,2021,,Single Location,4440 HATTON POINT RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237034002,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236752,Private,12-508-1868,37.030603,MANAGEMENT CONSULTING SERVICES,-76.321432,Manufacturer,Non-Subsidiary,,2023,,Single Location,150 WOODLAND RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236632144,541611,Administrative Management and General Management Consulting Services
951236753,Private,12-978-4958,37.022419,LEGAL SERVICES OFFICE,-76.344513,Manufacturer,Non-Subsidiary,WWW.MATTBALLARDLAW.COM,2023,,Single Location,429 BRIDGE ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236694169,541110,Offices of Lawyers
951236754,Private,12-081-7435,37.067662,MANAGEMENT CONSULTING SERVICES,-76.331565,Manufacturer,Non-Subsidiary,,2022,,Single Location,680 WILLOW OAKS BLVD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691435,541613,Marketing Consulting Services
951236755,Private,92-633-6202,37.047628,MANAGEMENT CONSULTING SERVICES,-76.423019,Manufacturer,Non-Subsidiary,,2023,,Single Location,812 DEVONSHIRE TER,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662117,541611,Administrative Management and General Management Consulting Services
951236756,Private,07-176-0905,36.858289,NONRESIDENTIAL BUILDING OPERATOR,-76.394488,Manufacturer,Non-Subsidiary,,2022,,Single Location,1020 CHRISTIANA CIR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237033159,531312,Nonresidential Property Managers
951236757,Private,04-705-2285,36.82724,EQUIPMENT RENTAL/LEASING,-76.32118,Manufacturer,Non-Subsidiary,,2021,,Single Location,1501 PULASKI ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044219,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
951236758,Private,01-175-8394,36.883353,EQUIPMENT RENTAL/LEASING,-76.381409,Manufacturer,Non-Subsidiary,,2021,,Single Location,5687 CRANEYBROOK LN APT B,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237031720,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
951236759,Private,10-321-2963,36.810823,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.326681,Manufacturer,Non-Subsidiary,,2021,,Single Location,104 MAXWELL AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021340,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236760,Private,01-305-8934,37.039848,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.382336,Manufacturer,Non-Subsidiary,,2021,,Single Location,206 AERO CIR APT 108,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663335,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236761,Private,09-631-2516,37.053341,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.346524,Manufacturer,Non-Subsidiary,,2021,,Single Location,100 BOATHOUSE LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692396,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236762,Private,00-866-6061,37.059964,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.305394,Manufacturer,Non-Subsidiary,,2021,,Single Location,516 ALMOND CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691623,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236763,Private,05-192-9746,37.044176,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.313109,Manufacturer,Non-Subsidiary,,2021,,Single Location,1918 ANDREWS BLVD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631104,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236764,Private,04-243-9324,36.843013,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.342647,Manufacturer,Non-Subsidiary,,2021,,Single Location,660 LAKE SHORES DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237071356,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236765,Private,11-096-1639,36.830637,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.311479,Manufacturer,Non-Subsidiary,HIGHSADDITYCO.MYSHOPIFY.COM,2021,,Single Location,1148 CHISHOLM CIR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044104,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236766,Private,08-222-9755,37.011396,EQUIPMENT RENTAL/LEASING,-76.372083,Manufacturer,Non-Subsidiary,,2021,,Single Location,408 MELVILLE RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612126,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
951236767,Private,06-054-6676,36.84854,EQUIPMENT RENTAL/LEASING,-76.33757,Manufacturer,Non-Subsidiary,,2022,,Single Location,355 FLORIDA AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237071618,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
951236768,Private,11-838-0268,37.011893,SECURITY BROKER/DEALER,-76.359699,Manufacturer,Non-Subsidiary,,2021,,Single Location,304 LASALLE AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611631,523150,
951236769,Private,07-154-7992,36.823979,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.366262,Manufacturer,Non-Subsidiary,,2022,,Single Location,35 POLLUX CIR E,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012027,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236770,Private,00-532-1790,37.059213,TRADE CONTRACTOR,-76.330684,Manufacturer,Non-Subsidiary,,2021,,Single Location,205 ANTIETAM CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691707,238990,All Other Specialty Trade Contractors
951236771,Private,11-805-2883,36.810448,INVESTOR,-76.320544,Manufacturer,Non-Subsidiary,,2021,,Single Location,106 ATTWATER LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237022402,523940,
951236772,Private,01-025-2909,37.027055,BUSINESS SERVICES,-76.416398,Manufacturer,Non-Subsidiary,,2021,,Single Location,3311 PERSHING CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663843,541490,Other Specialized Design Services
951236773,Private,12-890-8095,36.828799,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.361334,Manufacturer,Non-Subsidiary,,2021,,Single Location,4616 GRIFFIN ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237072715,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236774,Private,10-667-6412,37.056045,BUSINESS SERVICES,-76.418673,Manufacturer,Non-Subsidiary,,2021,,Single Location,10 LOQUAT PL,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662180,541120,Offices of Notaries
951236775,Private,11-640-9734,37.052237,ACCOUNTING/AUDITING/BOOKKEEPING,-76.298116,Manufacturer,Non-Subsidiary,WWW.AJABOOKKEEPING.COM,2021,,Single Location,23 RHODA CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641769,541219,Other Accounting Services
951236776,Private,07-183-3135,37.059102,REAL ESTATE AGENT/MANAGER,-76.351725,Manufacturer,Non-Subsidiary,STRAIGHTFORWARDRE.MANAGEBUILDING.COM,2022,,Single Location,3 HAMPSHIRE DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692127,531210,Offices of Real Estate Agents and Brokers
951236777,Private,01-166-1918,37.011742,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.411673,Manufacturer,Non-Subsidiary,,2021,,Single Location,1557 MARK DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611215,236115,New Single-Family Housing Construction (except For-Sale Builders)
951236778,Private,00-449-1034,37.007808,BUSINESS CONSULTING SERVICES,-76.353056,Manufacturer,Non-Subsidiary,,2021,,Single Location,124 CLYDE ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236694616,541618,Other Management Consulting Services
951236779,Private,11-795-9145,36.797018,FREIGHT TRANSPORTATION ARRANGEMENT,-76.352545,Manufacturer,Non-Subsidiary,WWW.BETTERDAYSLOGISTICS.US,2021,,Single Location,208 DWIGHT DR STE 12,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237014143,488510,Freight Transportation Arrangement
951236780,Private,08-917-4842,37.054529,NONRESIDENTIAL BUILDING OPERATOR,-76.399001,Manufacturer,Non-Subsidiary,,2021,,Single Location,4214 TERRELL LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665816,531312,Nonresidential Property Managers
951236781,Private,07-188-3435,37.039834,SERVICES-MISC,-76.436961,Manufacturer,Non-Subsidiary,,2021,,Single Location,32 LUNDY LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662882,711510,"Independent Artists, Writers, and Performers"
951236782,Private,08-807-0381,37.047435,MISC PERSONAL SERVICES,-76.437605,Manufacturer,Non-Subsidiary,WWW.DWPREMIEREVENTS.COM,2021,,Single Location,4 RIDGE LAKE DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661861,812990,All Other Personal Services
951236783,Private,08-727-1629,36.830205,BEAUTY SHOP,-76.376152,Manufacturer,Non-Subsidiary,,2021,,Single Location,224 ELMHURST LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011254,812112,Beauty Salons
951236784,Private,10-695-0213,36.824343,BEAUTY SHOP,-76.366689,Manufacturer,Non-Subsidiary,,2021,,Single Location,38 POLLUX CIR W,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012030,812112,Beauty Salons
951236785,Private,12-508-2105,36.817596,EQUIPMENT RENTAL/LEASING,-76.390868,Manufacturer,Non-Subsidiary,,2023,,Single Location,229 MAYFLOWER RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011334,532210,Consumer Electronics and Appliances Rental
951236786,Private,12-371-4328,37.003903,COMPUTER RELATED SERVICES,-76.396609,Manufacturer,Non-Subsidiary,,2022,,Single Location,625 VAUGHAN AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612225,541512,Computer Systems Design Services
951236787,Private,12-371-4874,37.055853,EQUIPMENT RENTAL/LEASING,-76.283615,Manufacturer,Non-Subsidiary,,2022,,Single Location,826 N FIRST ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641505,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
951236788,Private,12-989-9327,36.853617,BUILDING MAINTENANCE SERVICES,-76.360121,Manufacturer,Non-Subsidiary,,2023,,Single Location,4386 POINT WEST DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237034022,561720,Janitorial Services
951236789,Private,12-761-7993,36.826848,EQUIPMENT RENTAL/LEASING,-76.315479,Manufacturer,Non-Subsidiary,,2023,,Single Location,1512 PARKER AVE UPPR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044426,532289,All Other Consumer Goods Rental
951236790,Private,12-976-3257,37.014706,EMPLOYMENT AGENCY,-76.392597,Manufacturer,Non-Subsidiary,,2023,,Single Location,142 GARRETT DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693625,561311,Employment Placement Agencies
951236791,Private,87-425-2849,37.022359,EQUIPMENT RENTAL/LEASING,-76.318436,Manufacturer,Non-Subsidiary,,2023,,Single Location,17 W CUMMINGS AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236632201,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
951236792,Private,12-649-9754,36.819581,EQUIPMENT RENTAL/LEASING,-76.323396,Manufacturer,Non-Subsidiary,,2023,,Single Location,2611 NASHVILLE AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237046239,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
951236793,Private,11-074-9987,36.820307,EQUIPMENT RENTAL/LEASING,-76.306843,Manufacturer,Non-Subsidiary,,2022,,Single Location,812 COOLIDGE ST UNIT A,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237046618,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
951236794,Private,05-189-3962,36.86099,BUILDING MAINTENANCE SERVICES,-76.35737,Manufacturer,Non-Subsidiary,,2022,,Single Location,3 POINT OF VIEW ARCH,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035409,561720,Janitorial Services
951236795,Private,12-445-5216,37.051926,EQUIPMENT RENTAL/LEASING,-76.425918,Manufacturer,Non-Subsidiary,,2023,,Single Location,400 CARDIFF ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661915,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
951236796,Private,12-749-2652,36.832803,EQUIPMENT RENTAL/LEASING,-76.31418,Manufacturer,Non-Subsidiary,,2023,,Single Location,1306 COLUMBIA ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044003,532289,All Other Consumer Goods Rental
951236797,Private,12-990-5882,37.051864,EQUIPMENT RENTAL/LEASING,-76.393077,Manufacturer,Non-Subsidiary,,2023,,Single Location,805 CAMEO DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665914,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
